"Program","Year","Period","Geo.Level","State","State.ANSI","Ag.District","Ag.District.Code","County","County.ANSI","Domain","use","details","Value","CV....","Fruit","Category","Item","Metric","name","code"
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"COWLITZ",15,"TOTAL","NOT SPECIFIED",NA,53,46.2,"Strawberries",NA,"ACRES GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"COWLITZ",15,"TOTAL","NOT SPECIFIED",NA,4,38.8,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"COWLITZ",15,"TOTAL","NOT SPECIFIED",NA,4,38.7,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"GRAYS HARBOR",27,"TOTAL","NOT SPECIFIED",NA,2,NA,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"GRAYS HARBOR",27,"TOTAL","NOT SPECIFIED",NA,4,38.7,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"GRAYS HARBOR",27,"TOTAL","NOT SPECIFIED",NA,2,94,"Strawberries",NA,"OPERATIONS WITH AREA NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"ISLAND",29,"TOTAL","NOT SPECIFIED",NA,1,46.2,"Strawberries",NA,"ACRES GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"ISLAND",29,"TOTAL","NOT SPECIFIED",NA,10,38.8,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"ISLAND",29,"TOTAL","NOT SPECIFIED",NA,12,38.7,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"ISLAND",29,"TOTAL","NOT SPECIFIED",NA,2,94,"Strawberries",NA,"OPERATIONS WITH AREA NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"JEFFERSON",31,"TOTAL","NOT SPECIFIED",NA,1,35.4,"Strawberries",NA,"ACRES BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"JEFFERSON",31,"TOTAL","NOT SPECIFIED",NA,1,46.2,"Strawberries",NA,"ACRES GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"JEFFERSON",31,"TOTAL","NOT SPECIFIED",NA,4,38.8,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"JEFFERSON",31,"TOTAL","NOT SPECIFIED",NA,4,38.7,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"KING",33,"TOTAL","NOT SPECIFIED",NA,61,35.4,"Strawberries",NA,"ACRES BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"KING",33,"TOTAL","NOT SPECIFIED",NA,61,46.2,"Strawberries",NA,"ACRES GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"KING",33,"TOTAL","NOT SPECIFIED",NA,25,38.8,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"KING",33,"TOTAL","NOT SPECIFIED",NA,28,38.7,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"KING",33,"TOTAL","NOT SPECIFIED",NA,3,94,"Strawberries",NA,"OPERATIONS WITH AREA NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"KITSAP",35,"TOTAL","NOT SPECIFIED",NA,6,46.2,"Strawberries",NA,"ACRES GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"KITSAP",35,"TOTAL","NOT SPECIFIED",NA,23,38.8,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"KITSAP",35,"TOTAL","NOT SPECIFIED",NA,23,38.7,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"KITSAP",35,"TOTAL","NOT SPECIFIED",NA,2,NA,"Strawberries",NA,"OPERATIONS WITH AREA NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"LEWIS",41,"TOTAL","NOT SPECIFIED",NA,3,35.4,"Strawberries",NA,"ACRES BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"LEWIS",41,"TOTAL","NOT SPECIFIED",NA,3,46.2,"Strawberries",NA,"ACRES GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"LEWIS",41,"TOTAL","NOT SPECIFIED",NA,12,38.8,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"LEWIS",41,"TOTAL","NOT SPECIFIED",NA,12,38.7,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"MASON",45,"TOTAL","NOT SPECIFIED",NA,3,46.2,"Strawberries",NA,"ACRES GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"MASON",45,"TOTAL","NOT SPECIFIED",NA,11,38.8,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"MASON",45,"TOTAL","NOT SPECIFIED",NA,12,38.7,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"MASON",45,"TOTAL","NOT SPECIFIED",NA,1,94,"Strawberries",NA,"OPERATIONS WITH AREA NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"PACIFIC",49,"TOTAL","NOT SPECIFIED",NA,5,38.8,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"PACIFIC",49,"TOTAL","NOT SPECIFIED",NA,5,38.7,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"PACIFIC",49,"TOTAL","NOT SPECIFIED",NA,2,94,"Strawberries",NA,"OPERATIONS WITH AREA NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"PIERCE",53,"TOTAL","NOT SPECIFIED",NA,65,35.4,"Strawberries",NA,"ACRES BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"PIERCE",53,"TOTAL","NOT SPECIFIED",NA,65,46.2,"Strawberries",NA,"ACRES GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"PIERCE",53,"TOTAL","NOT SPECIFIED",NA,10,38.8,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"PIERCE",53,"TOTAL","NOT SPECIFIED",NA,10,38.7,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"SAN JUAN",55,"TOTAL","NOT SPECIFIED",NA,1,35.4,"Strawberries",NA,"ACRES BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"SAN JUAN",55,"TOTAL","NOT SPECIFIED",NA,2,46.2,"Strawberries",NA,"ACRES GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"SAN JUAN",55,"TOTAL","NOT SPECIFIED",NA,7,38.8,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"SAN JUAN",55,"TOTAL","NOT SPECIFIED",NA,10,38.7,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"SAN JUAN",55,"TOTAL","NOT SPECIFIED",NA,3,94,"Strawberries",NA,"OPERATIONS WITH AREA NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"SKAGIT",57,"TOTAL","NOT SPECIFIED",NA,242,46.2,"Strawberries",NA,"ACRES GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"SKAGIT",57,"TOTAL","NOT SPECIFIED",NA,16,38.8,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"SKAGIT",57,"TOTAL","NOT SPECIFIED",NA,16,38.7,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"SKAGIT",57,"TOTAL","NOT SPECIFIED",NA,5,94,"Strawberries",NA,"OPERATIONS WITH AREA NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"SNOHOMISH",61,"TOTAL","NOT SPECIFIED",NA,30,35.4,"Strawberries",NA,"ACRES BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"SNOHOMISH",61,"TOTAL","NOT SPECIFIED",NA,45,46.2,"Strawberries",NA,"ACRES GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"SNOHOMISH",61,"TOTAL","NOT SPECIFIED",NA,15,NA,"Strawberries",NA,"ACRES NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"SNOHOMISH",61,"TOTAL","NOT SPECIFIED",NA,14,38.8,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"SNOHOMISH",61,"TOTAL","NOT SPECIFIED",NA,16,38.7,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"SNOHOMISH",61,"TOTAL","NOT SPECIFIED",NA,7,94,"Strawberries",NA,"OPERATIONS WITH AREA NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"THURSTON",67,"TOTAL","NOT SPECIFIED",NA,12,38.8,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"THURSTON",67,"TOTAL","NOT SPECIFIED",NA,14,38.7,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"THURSTON",67,"TOTAL","NOT SPECIFIED",NA,4,94,"Strawberries",NA,"OPERATIONS WITH AREA NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"WHATCOM",73,"TOTAL","NOT SPECIFIED",NA,115,35.4,"Strawberries",NA,"ACRES BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"WHATCOM",73,"TOTAL","NOT SPECIFIED",NA,179,46.2,"Strawberries",NA,"ACRES GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"WHATCOM",73,"TOTAL","NOT SPECIFIED",NA,65,NA,"Strawberries",NA,"ACRES NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"WHATCOM",73,"TOTAL","NOT SPECIFIED",NA,23,38.8,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"WHATCOM",73,"TOTAL","NOT SPECIFIED",NA,24,38.7,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WASHINGTON",53,"WESTERN",10,"WHATCOM",73,"TOTAL","NOT SPECIFIED",NA,7,94,"Strawberries",NA,"OPERATIONS WITH AREA NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WEST VIRGINIA",54,"EASTERN",60,"BERKELEY",3,"TOTAL","NOT SPECIFIED",NA,3,73.8,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WEST VIRGINIA",54,"EASTERN",60,"BERKELEY",3,"TOTAL","NOT SPECIFIED",NA,5,68.5,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WEST VIRGINIA",54,"EASTERN",60,"BERKELEY",3,"TOTAL","NOT SPECIFIED",NA,3,63.4,"Strawberries",NA,"OPERATIONS WITH AREA NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WEST VIRGINIA",54,"EASTERN",60,"GRANT",23,"TOTAL","NOT SPECIFIED",NA,6,73.8,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WEST VIRGINIA",54,"EASTERN",60,"GRANT",23,"TOTAL","NOT SPECIFIED",NA,6,68.5,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WEST VIRGINIA",54,"EASTERN",60,"GREENBRIER",25,"TOTAL","NOT SPECIFIED",NA,2,NA,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WEST VIRGINIA",54,"EASTERN",60,"GREENBRIER",25,"TOTAL","NOT SPECIFIED",NA,2,NA,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WEST VIRGINIA",54,"EASTERN",60,"HAMPSHIRE",27,"TOTAL","NOT SPECIFIED",NA,3,73.8,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WEST VIRGINIA",54,"EASTERN",60,"HAMPSHIRE",27,"TOTAL","NOT SPECIFIED",NA,3,68.5,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WEST VIRGINIA",54,"EASTERN",60,"HARDY",31,"TOTAL","NOT SPECIFIED",NA,1,NA,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WEST VIRGINIA",54,"EASTERN",60,"HARDY",31,"TOTAL","NOT SPECIFIED",NA,1,NA,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WEST VIRGINIA",54,"EASTERN",60,"JEFFERSON",37,"TOTAL","NOT SPECIFIED",NA,3,73.8,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WEST VIRGINIA",54,"EASTERN",60,"JEFFERSON",37,"TOTAL","NOT SPECIFIED",NA,3,68.5,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WEST VIRGINIA",54,"EASTERN",60,"MINERAL",57,"TOTAL","NOT SPECIFIED",NA,5,NA,"Strawberries",NA,"ACRES BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WEST VIRGINIA",54,"EASTERN",60,"MINERAL",57,"TOTAL","NOT SPECIFIED",NA,5,9,"Strawberries",NA,"ACRES GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WEST VIRGINIA",54,"EASTERN",60,"MINERAL",57,"TOTAL","NOT SPECIFIED",NA,1,40.5,"Strawberries",NA,"ACRES NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WEST VIRGINIA",54,"EASTERN",60,"MINERAL",57,"TOTAL","NOT SPECIFIED",NA,3,NA,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WEST VIRGINIA",54,"EASTERN",60,"MINERAL",57,"TOTAL","NOT SPECIFIED",NA,10,68.5,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WEST VIRGINIA",54,"EASTERN",60,"MINERAL",57,"TOTAL","NOT SPECIFIED",NA,7,63.4,"Strawberries",NA,"OPERATIONS WITH AREA NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WEST VIRGINIA",54,"EASTERN",60,"MONROE",63,"TOTAL","NOT SPECIFIED",NA,3,NA,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WEST VIRGINIA",54,"EASTERN",60,"MONROE",63,"TOTAL","NOT SPECIFIED",NA,4,68.5,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WEST VIRGINIA",54,"EASTERN",60,"MONROE",63,"TOTAL","NOT SPECIFIED",NA,1,63.4,"Strawberries",NA,"OPERATIONS WITH AREA NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WEST VIRGINIA",54,"EASTERN",60,"MORGAN",65,"TOTAL","NOT SPECIFIED",NA,2,7.3,"Strawberries",NA,"ACRES BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WEST VIRGINIA",54,"EASTERN",60,"MORGAN",65,"TOTAL","NOT SPECIFIED",NA,2,9,"Strawberries",NA,"ACRES GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WEST VIRGINIA",54,"EASTERN",60,"MORGAN",65,"TOTAL","NOT SPECIFIED",NA,3,73.8,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WEST VIRGINIA",54,"EASTERN",60,"MORGAN",65,"TOTAL","NOT SPECIFIED",NA,3,68.5,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WEST VIRGINIA",54,"EASTERN",60,"POCAHONTAS",75,"TOTAL","NOT SPECIFIED",NA,2,NA,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WEST VIRGINIA",54,"EASTERN",60,"POCAHONTAS",75,"TOTAL","NOT SPECIFIED",NA,2,NA,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WEST VIRGINIA",54,"EASTERN",60,"POCAHONTAS",75,"TOTAL","NOT SPECIFIED",NA,1,NA,"Strawberries",NA,"OPERATIONS WITH AREA NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WEST VIRGINIA",54,"EASTERN",60,"RANDOLPH",83,"TOTAL","NOT SPECIFIED",NA,1,9,"Strawberries",NA,"ACRES GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WEST VIRGINIA",54,"EASTERN",60,"RANDOLPH",83,"TOTAL","NOT SPECIFIED",NA,7,73.8,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WEST VIRGINIA",54,"EASTERN",60,"RANDOLPH",83,"TOTAL","NOT SPECIFIED",NA,7,68.5,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WEST VIRGINIA",54,"EASTERN",60,"RANDOLPH",83,"TOTAL","NOT SPECIFIED",NA,1,NA,"Strawberries",NA,"OPERATIONS WITH AREA NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WEST VIRGINIA",54,"EASTERN",60,"SUMMERS",89,"TOTAL","NOT SPECIFIED",NA,2,NA,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WEST VIRGINIA",54,"EASTERN",60,"SUMMERS",89,"TOTAL","NOT SPECIFIED",NA,2,NA,"Strawberries",NA,"OPERATIONS WITH AREA NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WEST VIRGINIA",54,"EASTERN",60,"TUCKER",93,"TOTAL","NOT SPECIFIED",NA,1,73.8,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WEST VIRGINIA",54,"EASTERN",60,"TUCKER",93,"TOTAL","NOT SPECIFIED",NA,3,68.5,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WEST VIRGINIA",54,"EASTERN",60,"TUCKER",93,"TOTAL","NOT SPECIFIED",NA,2,63.4,"Strawberries",NA,"OPERATIONS WITH AREA NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WEST VIRGINIA",54,"NORTHWEST",20,"BARBOUR",1,"TOTAL","NOT SPECIFIED",NA,1,NA,"Strawberries",NA,"ACRES BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WEST VIRGINIA",54,"NORTHWEST",20,"BARBOUR",1,"TOTAL","NOT SPECIFIED",NA,3,NA,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WEST VIRGINIA",54,"NORTHWEST",20,"BARBOUR",1,"TOTAL","NOT SPECIFIED",NA,3,NA,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WEST VIRGINIA",54,"NORTHWEST",20,"BARBOUR",1,"TOTAL","NOT SPECIFIED",NA,1,NA,"Strawberries",NA,"OPERATIONS WITH AREA NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WEST VIRGINIA",54,"NORTHWEST",20,"BROOKE",9,"TOTAL","NOT SPECIFIED",NA,2,73.8,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WEST VIRGINIA",54,"NORTHWEST",20,"BROOKE",9,"TOTAL","NOT SPECIFIED",NA,2,68.5,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WEST VIRGINIA",54,"NORTHWEST",20,"DODDRIDGE",17,"TOTAL","NOT SPECIFIED",NA,1,7.3,"Strawberries",NA,"ACRES BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WEST VIRGINIA",54,"NORTHWEST",20,"DODDRIDGE",17,"TOTAL","NOT SPECIFIED",NA,1,9,"Strawberries",NA,"ACRES GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WEST VIRGINIA",54,"NORTHWEST",20,"DODDRIDGE",17,"TOTAL","NOT SPECIFIED",NA,3,73.8,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WEST VIRGINIA",54,"NORTHWEST",20,"DODDRIDGE",17,"TOTAL","NOT SPECIFIED",NA,3,68.5,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WEST VIRGINIA",54,"NORTHWEST",20,"HARRISON",33,"TOTAL","NOT SPECIFIED",NA,1,NA,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WEST VIRGINIA",54,"NORTHWEST",20,"HARRISON",33,"TOTAL","NOT SPECIFIED",NA,1,NA,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WEST VIRGINIA",54,"NORTHWEST",20,"LEWIS",41,"TOTAL","NOT SPECIFIED",NA,2,73.8,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WEST VIRGINIA",54,"NORTHWEST",20,"LEWIS",41,"TOTAL","NOT SPECIFIED",NA,2,68.5,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WEST VIRGINIA",54,"NORTHWEST",20,"MARION",49,"TOTAL","NOT SPECIFIED",NA,3,NA,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WEST VIRGINIA",54,"NORTHWEST",20,"MARION",49,"TOTAL","NOT SPECIFIED",NA,4,NA,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WEST VIRGINIA",54,"NORTHWEST",20,"MARION",49,"TOTAL","NOT SPECIFIED",NA,1,NA,"Strawberries",NA,"OPERATIONS WITH AREA NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WEST VIRGINIA",54,"NORTHWEST",20,"MARSHALL",51,"TOTAL","NOT SPECIFIED",NA,4,73.8,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","WEST VIRGINIA",54,"NORTHWEST",20,"MARSHALL",51,"TOTAL","NOT SPECIFIED",NA,4,68.5,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
